Scheme Name	Net Asset Value
ICICI Prudential Fixed Maturity Plan - Series 82 - 1136 Days Plan P - Quarterly IDCW Option	12.6916
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Cumulative Option	12.5888
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Cumulative Option	12.6238
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Direct Plan Half Yearly IDCW Option	12.6238
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Half Yearly IDCW Option	12.5887
ICICI Prudential Fixed Maturity Plan - Series 82 - 1141 Days Plan Y - Quarterly IDCW Option	12.5888
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Cumulative Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Cumulative Option	12.8251
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Half Yearly IDCW Option	12.8251
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Quarterly IDCW Option	12.8248
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Half Yearly IDCW Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Quarterly IDCW Option	12.6951
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Cumulative Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Direct Plan Cumulative Option	12.5604
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Direct Plan Quarterly IDCW Option	12.5604
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Half Yearly IDCW Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1170 Days Plan R - Quarterly IDCW Option	12.5099
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Cumulative Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Cumulative Option	12.6531
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Half yearly IDCW Option	12.6530
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Direct Plan Quarterly IDCW Option	12.6531
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Half Yearly IDCW Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1175 Days Plan Q - Quarterly IDCW Option	12.5668
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Cumulative Option	12.6344
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Cumulative Option	12.6865
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Cumulative Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option	12.6671
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Half Yearly IDCW Option	12.6671
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Quarterly IDCW Option	12.6638
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Half Yearly IDCW Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Quarterly IDCW Option	12.5961
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Cumulative Option	12.7884
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Cumulative Option	12.9109
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Direct Plan Quarterly IDCW Option	12.9109
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Half Yearly IDCW Option	12.7883
ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Plan F - Quarterly IDCW Option	12.7884
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Cumulative Option	12.6626
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Cumulative Option	12.7141
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Half Yearly IDCW Option	12.7134
ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Half Yearly IDCW Option	12.6627
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Cumulative Option	12.6555
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Cumulative Option	12.7054
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Quarterly IDCW Option	12.7054
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Half Yearly IDCW Option	12.6557
ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Quarterly IDCW Option	12.6554
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Cumulative Option	12.6981
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Cumulative Option	12.7501
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Half Yearly IDCW Option	12.7500
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Quarterly IDCW Option	12.7503
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Half Yearly IDCW Option	12.6980
ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Quarterly IDCW Option	12.6982
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Cumulative Option	12.6114
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Cumulative Option	12.6811
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Half Yearly IDCW Option	12.6784
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Direct Plan Quarterly IDCW Option	12.6811
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Half Yearly IDCW Option	12.6113
ICICI Prudential Fixed Maturity Plan - Series 82 - 1217 Days Plan C - Quarterly IDCW Option	12.6114
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Cumulative Option	12.6582
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Cumulative Option	12.7258
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Direct Plan Quarterly IDCW Option	12.7258
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Half Yearly IDCW Option	12.6499
ICICI Prudential Fixed Maturity Plan - Series 82 - 1219 Days Plan D - Quarterly IDCW Option	12.6582
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Cumulative Option	12.6311
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Cumulative Option	12.6987
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Half Yearly IDCW Option	12.6988
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Direct Plan Quarterly IDCW Option	12.6987
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Half Yearly IDCW Option	12.6307
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan E - Quarterly IDCW Option	12.6311
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Cumulative Option	12.6569
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Cumulative Option	12.7102
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Half Yearly IDCW Option	12.7102
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Half Yearly IDCW Option	12.6569
ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Quarterly IDCW Option	12.6566
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Cumulative Option	12.6337
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Cumulative Option	12.7025
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Half Yearly IDCW Option	12.7028
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Direct Plan Quarterly IDCW Option	12.7022
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Half Yearly IDCW Option	12.6337
ICICI Prudential Fixed Maturity Plan - Series 82 - 1225 Days Plan B - Quarterly IDCW Option	12.6336
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Cumulative Option	12.6338
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Cumulative Option	12.6677
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6676
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Direct Plan Quarterly IDCW Option	12.6667
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Half Yearly IDCW Option	12.6335
ICICI Prudential Fixed Maturity Plan - Series 82 - 1236 Days Plan A - Quarterly IDCW Option	12.6338
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Cumulative Option	10.1971
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Direct Plan Cumulative Option	10.203
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Direct Plan Dividend Option	10.203
ICICI Prudential Fixed Maturity Plan - Series 82 - 91 Days Plan Z - Dividend Option	10.1971
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Cumulative Option	12.5505
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Direct Plan Cumulative Option	12.6641
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Cumulative Option	12.5706
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Direct Plan Cumulative Option	12.6552
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Quarterly IDCW Option	12.5732
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Cumulative Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Cumulative Option	12.4403
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Quarterly IDCW Option	12.4361
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Half Yearly IDCW Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Quarterly IDCW Option	12.3502
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Cumulative Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Cumulative Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Half Yearly IDCW Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Direct Plan Quarterly IDCW Option	12.7088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Half Yearly IDCW Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan X - Quarterly IDCW Option	12.5918
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Cumulative Option	12.6190
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Cumulative Option	12.7019
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Half Yearly IDCW Option	12.7019
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Direct Plan Quarterly IDCW Option	12.7032
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Half Yearly IDCW Option	12.6188
ICICI Prudential Fixed Maturity Plan - Series 83 - 1101 Days Plan Z - Quarterly IDCW Option	12.6190
ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Cumulative Option	12.6852
ICICI Prudential Fixed Maturity Plan - Series 83 - 1103 Days Plan L - Direct Plan Cumulative Option	12.6971
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Cumulative Option	12.5336
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Cumulative Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Direct Plan Quarterly IDCW Option	12.6481
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Half Yearly IDCW Option	12.5339
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan A - Quarterly IDCW Option	12.5336
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Cumulative Option	12.5639
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Direct Plan Cumulative Option	12.6774
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Direct Plan Half Yearly IDCW Option	12.6774
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Half Yearly IDCW Option	12.5580
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan F - Quarterly IDCW Option	12.5639
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Cumulative Option	12.5684
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Direct Plan Cumulative Option	12.6725
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Half Yearly IDCW Option	12.5684
ICICI Prudential Fixed Maturity Plan - Series 83 - 1105 Days Plan M - Quarterly IDCW Option	12.5684
ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Cumulative Option	12.6011
ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Direct Plan Cumulative Option	12.6766
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Cumulative Option	12.6444
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Direct Plan Cumulative Option	12.7586
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Direct Plan Half Yearly IDCW Option	12.7585
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Direct Plan Quarterly IDCW Option	12.7583
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Half Yearly IDCW Option	12.6444
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Cumulative Option	12.5573
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Direct Plan Cumulative Option	12.6627
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Quarterly IDCW Option	12.5573
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Cumulative Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Direct Plan Cumulative Option	12.7041
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Half Yearly IDCW Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Quarterly IDCW Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Cumulative Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Cumulative Option	12.7323
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Half Yearly IDCW Option	12.7321
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Quarterly IDCW Option	12.7322
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Half Yearly IDCW Option	12.6260
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Quarterly IDCW Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Cumulative Option	13.3758
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Cumulative Option	13.4934
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Half Yearly IDCW Option	13.4934
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Quarterly IDCW Option	13.4932
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Half Yearly IDCW Option	13.3757
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Quarterly IDCW Option	13.3758
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Cumulative Option	13.4088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Direct Plan Cumulative Option	13.5466
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Half Yearly IDCW Option	13.4083
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Quarterly IDCW Option	13.4088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Cumulative Option	13.4189
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Cumulative Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Half Yearly IDCW Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Quarterly IDCW Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Quarterly IDCW Option	13.4189
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Cumulative Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Cumulative Option	14.4885
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Quarterly IDCW Option	14.4884
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Half Yearly IDCW Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Quarterly IDCW Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Cumulative Option	10.4051
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Direct Plan Cumulative Option	10.4177
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Direct Plan Dividend Option	10.4177
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Cumulative Option	10.1807
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Direct Plan Cumulative Option	10.1865
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Direct Plan Dividend Option	10.1865
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Dividend Option	10.1807
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Cumulative Option	12.5495
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Cumulative Option	12.6372
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Quarterly IDCW Option	12.6376
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Quarterly IDCW Option	12.5495
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Cumulative Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Direct Plan Cumulative Option	12.9371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Direct Plan Quarterly IDCW Option	12.9371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Half Yearly IDCW Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Quarterly IDCW Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Cumulative Option	12.7708
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Direct Plan Cumulative Option	12.9063
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Half Yearly IDCW Option	12.7711
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Quarterly IDCW Option	12.7711
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Cumulative Option	12.7879
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Direct Plan Cumulative Option	12.8837
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Half Yearly IDCW Option	12.7874
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Quarterly IDCW Option	12.7880
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Cumulative Option	12.8569
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Direct Plan Cumulative Option	12.9598
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Half Yearly IDCW Option	12.8566
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Quarterly IDCW Option	12.8568
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Cumulative Option	12.9695
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Cumulative Option	13.1046
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Half Yearly IDCW Option	13.0987
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Quarterly IDCW Option	13.1038
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Half Yearly IDCW Option	12.9691
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Quarterly IDCW Option	12.9695
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Cumulative Option	13.0267
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Cumulative Option	13.1353
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Quarterly IDCW Option	13.1353
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Quarterly IDCW Option	13.0267
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Cumulative Option	12.8757
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Cumulative Option	12.9756
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Half Yearly IDCW Option	12.8755
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Quarterly IDCW Option	12.8756
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Cumulative Option	12.8525
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Cumulative Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Half Yearly IDCW Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Quarterly IDCW Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Half Yearly IDCW Option	12.8524
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Quarterly IDCW Option	12.8524
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Cumulative Option	12.8252
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Cumulative Option	12.9359
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Half Yearly IDCW Option	12.9359
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Half Yearly IDCW Option	12.8209
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Quarterly IDCW Option	12.8253
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Cumulative Option	12.9970
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Direct Plan Cumulative Option	13.1022
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Half Yearly IDCW Option	12.9969
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Quarterly IDCW Option	12.9970
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Cumulative Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Cumulative Option	13.2257
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Half Yearly IDCW Option	13.2257
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Half Yearly IDCW Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Quarterly IDCW Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Cumulative Option	13.0059
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Direct Plan Cumulative Option	13.1184
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Half Yearly IDCW Option	13.0103
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Quarterly IDCW Option	13.0058
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Cumulative Option	13.1485
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Cumulative Option	13.2506
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Quarterly IDCW Option	13.2506
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Quarterly IDCW Option	13.1485
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Cumulative Option	13.2041
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Cumulative Option	13.3454
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Half Yearly IDCW Option	13.2030
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Quarterly IDCW Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Cumulative Option	13.1455
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Direct Plan Cumulative Option	13.2587
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Half Yearly IDCW Option	13.1454
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Quarterly IDCW Option	13.1453
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Cumulative Option	13.1572
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Quarterly IDCW Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Cumulative Option	13.2388
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Direct Plan Cumulative Option	13.3589
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Half Yearly IDCW Option	13.2414
